Commit_Hash;Source;Factor;N;SamplesPerInput;Experiment;Target;RMSE_Marginal_Mean;RMSE_Marginal_Variance;RMSE_Marginal_Rho;RMSE_Marginal_Tau;RMSE_Msg_Mean;RMSE_Msg_Variance;RMSE_Msg_Rho;RMSE_Msg_Tau;MAE_Marginal_Mean;MAE_Marginal_Variance;MAE_Marginal_Rho;MAE_Marginal_Tau;MAE_Msg_Mean;MAE_Msg_Variance;MAE_Msg_Rho;MAE_Msg_Tau;MAPE_Marginal_Mean;MAPE_Marginal_Variance;MAPE_Marginal_Rho;MAPE_Marginal_Tau;MAPE_Msg_Mean;MAPE_Msg_Variance;MAPE_Msg_Rho;MAPE_Msg_Tau
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;10000000;2;targets_X;0.012481427;0.20113003;0.001318501;0.072319545;0.9471635;438.184;0.001318501;0.072319545;0.0065375078;0.077976346;0.0001973874;0.009785692;0.16498806;57.580936;0.0001973874;0.009785692;0.0007212288;0.0014684577;0.0014697346;0.0019825574;0.013187511;0.020051986;0.020475484;0.029426947
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;5000;10000000;2;targets_Y;0.07349991;0.6528942;0.0013838453;0.07271195;19.65795;51.121544;0.0013838453;0.07271195;0.05359619;0.4415131;0.0005678714;0.024993032;3.3109734;11.6398535;0.0005678714;0.024993032;0.0065862215;0.010176907;0.01017714;0.014617346;0.17325842;0.054524828;0.052297924;0.15939099
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;100;1000000;1;targets_Y;0.028790355;0.33497843;0.00081622094;0.05305239;0.44777647;108.59826;0.00081622094;0.05305239;0.020024886;0.17612708;0.00033995166;0.01921988;0.19238879;27.552227;0.00033995166;0.01921988;0.00049202726;0.0033962685;0.0033948827;0.0033688871;0.0066017383;0.0509608;0.035325035;0.035787284
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;100000;2;targets_Y;0.107285745;1.5118015;0.0037528349;0.19805402;4.69665;1241.947;0.0037528349;0.19805402;0.07145144;0.7491181;0.0012972525;0.06439762;0.9978661;210.35025;0.0012972525;0.06439762;0.010433045;0.013311424;0.01326413;0.021578757;0.06948899;0.11183014;0.095393986;0.13888392
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;100;1000000;1;targets_Y;0.0830944;0.7477261;0.0016227759;0.08410828;8.371271;42.70866;0.0016227759;0.08410828;0.05866702;0.52964103;0.00078422256;0.035164908;2.5332232;12.9530525;0.00078422256;0.035164908;0.0034104125;0.013027467;0.013101178;0.014250162;0.13686901;0.06441725;0.060044814;0.10379511
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;20000;1000000;3;targets_Y;0.026120717;0.39907384;0.0013480976;0.0792726;1.4280696;573.6694;0.0013480976;0.0792726;0.017559806;0.20249693;0.0003913999;0.01932994;0.29194775;85.08979;0.0003913999;0.01932994;0.0024797162;0.0037510018;0.0037501396;0.0056734686;0.027344702;0.03547942;0.035158042;0.05508939
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;2000;1000000;3;targets_X;0.025692316;0.42249283;0.0012521158;0.07002748;1.2194432;662.63025;0.0012521158;0.07002748;0.016784035;0.20243458;0.00042247094;0.021060962;0.27072698;78.3665;0.00042247094;0.021060962;0.0017218785;0.0037678753;0.0037692306;0.0049681324;0.023675937;0.0352466;0.036520123;0.05527124
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;200;1000000;3;targets_Y;0.024388067;0.46034735;0.0010076107;0.054311186;0.8487864;396.0294;0.0010076107;0.054311186;0.017498039;0.2360197;0.000379319;0.019385297;0.25404856;70.43308;0.000379319;0.019385297;0.0010630524;0.003856936;0.0038596794;0.00426477;1.0806862;0.035314478;0.04067504;0.8471533
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;1000;1000000;3;targets_Y;0.08001334;0.74244297;0.0055213184;0.26870808;17.533838;72.54232;0.0055213184;0.26870808;0.058389854;0.4862755;0.001128154;0.047875635;4.657273;16.866093;0.001128154;0.047875635;0.008370415;0.013912193;0.0132923005;0.019211313;0.21638803;0.08581822;0.06497361;0.1903453
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;5000;1000000;2;targets_Z;0.046647273;0.9048912;0.00017582055;0.0544337;2.7668755;2642.9512;0.00017582055;0.0544337;0.034494806;0.6141948;5.222581e-5;0.014900525;1.6133391;1203.3478;5.222581e-5;0.014900525;0.00044324418;0.0036224865;0.0036238835;0.0038141839;0.024726786;0.13054842;0.13620086;0.14998989
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;10000;2;targets_Z;0.9124953;12.211717;0.0030178505;0.4624036;55.371414;8545.395;0.0030178505;0.4624036;0.6562812;7.5616345;0.0006884875;0.15969771;29.002506;5100.5337;0.0006884875;0.15969771;0.0147763;0.04559239;0.0470709;0.057669554;0.5671507;1.1344979;1.1414996;1.4709506
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;20000;1000000;2;targets_Y;0.026188843;0.40820038;0.0018474552;0.115725294;1.3970528;515.6321;0.0018474552;0.115725294;0.017629946;0.20622723;0.00042000227;0.02087182;0.2872885;80.05491;0.00042000227;0.02087182;0.0013624013;0.0037630051;0.0037625015;0.0045735254;0.025772147;0.03549075;0.035397302;0.05255994
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;1000000;2;targets_X;0.026886556;0.43172866;0.0010915608;0.06188851;1.8031662;706.98517;0.0010915608;0.06188851;0.017992591;0.21707104;0.00037053088;0.018506167;0.34285122;104.68778;0.00037053088;0.018506167;0.0024859398;0.0037706706;0.0037703465;0.005686096;0.025753098;0.03618303;0.035641164;0.051232643
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;5000;10000000;1;targets_Z;0.02469115;0.43470567;0.00010986791;0.02851368;1.7756804;1632.5781;0.00010986791;0.02851368;0.013820065;0.24050176;2.535011e-5;0.0069566513;0.7486603;619.7476;2.535011e-5;0.0069566513;0.00021612746;0.0015160431;0.0015180466;0.0016283588;0.009042996;0.06443219;0.06920595;0.07272842
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;10000;10000;3;targets_Y;1.3770931;31.413786;0.033664506;1.6877016;2230.46;2315.842;0.033664506;1.6877016;0.9988205;15.945641;0.014903222;0.6186312;627.5302;671.75793;0.014903222;0.6186312;0.20018712;0.64081585;0.22379225;0.3573472;25.911669;24.338192;0.8268867;2.272973
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;10000;1000;3;targets_Y;7.348618;76.84988;0.1373102;7.745668;3373.981;8621.898;0.1373102;7.745668;5.056345;45.45068;0.04793617;2.182463;1598.6284;3695.8096;0.04793617;2.182463;0.59452456;1.6330947;0.7681956;1.1538459;63.30265;109.6783;5.7152476;15.135511
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;500;1000000;1;targets_X;0.026016327;0.4370847;0.0023901095;0.1711463;0.74584043;338.1951;0.0023901095;0.1711463;0.018147176;0.21590598;0.0004970707;0.028774638;0.2466274;61.41119;0.0004970707;0.028774638;0.0015499333;0.0038754342;0.0038728297;0.0047834045;0.013036449;0.03765833;0.03604544;0.039973177
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;2000;1000000;1;targets_Z;0.04536741;0.93942904;0.00024660496;0.050684255;2.6716876;2515.7542;0.00024660496;0.050684255;0.03420012;0.62332135;6.000222e-5;0.0144831985;1.5765262;1176.8514;6.000222e-5;0.0144831985;0.0007402551;0.0036393397;0.0036418708;0.0041189585;0.019962903;0.128513;0.13388085;0.1447814
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;100000;1;targets_Z;0.16209053;2.8714542;0.0007582849;0.120705046;9.451517;4930.6436;0.0007582849;0.120705046;0.12152289;1.8616904;0.00016866555;0.040473394;5.435112;2545.8293;0.00016866555;0.040473394;0.002124485;0.010912647;0.010918504;0.012090962;0.08770595;0.3416068;0.33471698;0.37683412
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;5000;10000000;2;targets_Y;0.013854143;0.17975923;0.000716047;0.04167379;1.0052333;444.7494;0.000716047;0.04167379;0.0068361093;0.07438484;0.00016274826;0.007884518;0.16499454;58.494526;0.00016274826;0.007884518;0.00064468395;0.0014710871;0.0014707603;0.0019109024;0.008262742;0.020233873;0.01965246;0.023550192
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;2000;1000000;1;targets_Y;0.08527367;0.8312418;0.010196306;0.40438414;139.29369;72.68616;0.010196306;0.40438414;0.060543206;0.5324317;0.001681632;0.06541139;9.939697;16.448158;0.001681632;0.06541139;0.028461998;0.01706371;0.015407404;0.041580267;0.23655374;0.12373042;0.067689694;0.14393814
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;100000;1;targets_Y;0.10886227;1.5027204;0.0038055328;0.20731644;3.6724887;1350.445;0.0038055328;0.20731644;0.07219752;0.7716275;0.0012807106;0.064766385;0.949251;237.80016;0.0012807106;0.064766385;0.009091963;0.0133340955;0.013287662;0.020134345;0.0666125;0.11227368;0.09627141;0.14262038
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;5000;1000;3;targets_X;3.2387238;28.226347;0.1207796;7.142039;138.25044;4077.7412;0.1207796;7.142039;2.1206968;15.219244;0.036038302;1.871474;37.008533;1142.3186;0.036038302;1.871474;0.17109628;0.30771053;0.40135288;0.53464246;2.7012935;2.4653463;1.9089539;4.6705565
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;10000;1000;2;targets_X;7.4206414;77.84671;0.14056244;7.632637;3373.472;8526.205;0.14056244;7.632637;5.052087;46.25136;0.047471534;2.1222558;1582.2415;3645.72;0.047471534;2.1222558;0.6351938;1.6169022;0.7712995;1.2205076;73.80865;106.345566;5.720482;21.7986
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;5000;100000;3;targets_X;0.24381778;4.7532825;0.017744998;0.9310448;591.9961;173.22221;0.017744998;0.9310448;0.16469157;2.5104682;0.005378049;0.23849182;62.221836;44.332592;0.005378049;0.23849182;0.020552509;0.10315083;0.06326124;0.07675791;1.9385672;1.2010548;0.19122861;0.7489621
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;10000000;1;targets_Y;0.012338155;0.17032273;0.0023618266;0.041082565;1.3983575;472.41953;0.0023618266;0.041082565;0.0065091127;0.073437765;0.00021113634;0.009299214;0.1758667;61.47957;0.00021113634;0.009299214;0.00042259844;0.0014934033;0.0014938574;0.0017070125;0.01100597;0.020744486;0.020108487;0.025905188
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;5000;10000;1;targets_X;1.380535;32.17565;0.03579129;1.8381366;2137.5544;2367.0688;0.03579129;1.8381366;0.99240255;16.082008;0.0148840975;0.623554;575.3449;666.7863;0.0148840975;0.623554;0.1274316;0.63742894;0.2215354;0.29124093;14.015877;24.438421;0.77968156;1.812616
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;100;1000000;3;targets_X;0.022909617;0.37170768;0.0013261231;0.08718788;0.73912305;463.56403;0.0013261231;0.08718788;0.014772024;0.2094616;0.0005673531;0.029788287;0.19394454;70.23707;0.0005673531;0.029788287;0.00090834015;0.003788463;0.003784332;0.0041147936;0.008832017;0.031347077;0.03211432;0.03755238
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;10000;1;targets_Z;0.93988883;12.17687;0.00302436;0.47996134;55.760204;8525.907;0.00302436;0.47996134;0.6738464;7.482386;0.0006921778;0.16033536;29.625832;5122.2246;0.0006921778;0.16033536;0.010139644;0.044901695;0.046143796;0.051487267;0.34437445;1.1429043;1.0934485;1.2629635
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;10000;1000000;2;targets_Y;0.08251937;0.83136755;0.0064333333;0.2707225;75.18345;60.694527;0.0064333333;0.2707225;0.059740912;0.52522826;0.0012325137;0.052209105;4.882364;14.492366;0.0012325137;0.052209105;0.010539447;0.015006213;0.014097482;0.022279836;0.25504714;0.08131328;0.0677742;0.26144132
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;1000;1000000;2;targets_Y;0.08093893;0.8467495;0.010925587;0.3549657;20.067963;50.23568;0.010925587;0.3549657;0.057995513;0.53509986;0.001869819;0.07078536;4.4096675;14.009672;0.001869819;0.07078536;0.0053125275;0.019029494;0.016399607;0.019638762;0.1991982;0.086385496;0.0697402;0.21300761
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;10000;1000000;1;targets_Y;0.082855195;0.83241534;0.0072994605;0.2708662;91.47629;60.3855;0.0072994605;0.2708662;0.059373707;0.53381926;0.001334212;0.054337878;5.658355;14.470913;0.001334212;0.054337878;1.777307;0.01545383;0.014514655;1.778636;0.25247675;0.09082482;0.068879604;0.21045426
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;1000;3;targets_Y;3.2148778;29.221762;0.11708209;6.7153893;152.35188;4092.0127;0.11708209;6.7153893;2.0803895;15.822082;0.036532965;1.8747097;36.151768;1126.7368;0.036532965;1.8747097;0.18217173;0.3144575;0.411117;0.5549265;4.667101;2.4752386;1.9100555;3.3265462
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;2000;1000000;3;targets_X;0.08427515;0.8691209;0.0052116443;0.2682686;13.490241;45.94583;0.0052116443;0.2682686;0.060195945;0.5587223;0.0012821505;0.05720282;3.9431953;13.34236;0.0012821505;0.05720282;0.009732338;0.016187297;0.015100212;0.022275338;0.2619506;0.07200205;0.07138562;0.25679103
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;10000;10000000;3;targets_X;0.073324494;0.634197;0.0016435054;0.082069725;15.962472;59.122223;0.0016435054;0.082069725;0.05302494;0.42800567;0.00057535473;0.025001168;3.172346;12.774546;0.00057535473;0.025001168;0.009176995;0.009921583;0.009926844;0.01713551;0.27301857;0.05851814;0.05305694;0.2012586
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;1000000;3;targets_X;0.025778221;0.39657322;0.0018713725;0.102174744;1.7904105;517.7513;0.0018713725;0.102174744;0.017511947;0.2021744;0.00040465122;0.020400524;0.30291575;74.57729;0.00040465122;0.020400524;0.0014329029;0.0037469617;0.0037466493;0.0046407892;0.042700876;0.034894947;0.03543962;0.0660848
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;200;1000000;3;targets_X;0.025590258;0.3830765;0.0016103687;0.061461583;1.1174874;323.0068;0.0016103687;0.061461583;0.016210403;0.18595496;0.0005311657;0.022234134;0.27249706;57.78052;0.0005311657;0.022234134;0.00078153866;0.0037759468;0.0037756849;0.0040261676;0.010766441;0.0376129;0.03423205;0.038075108
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;1000;3;targets_X;3.2014823;28.590096;0.10618839;6.1013303;151.50874;4196.1733;0.10618839;6.1013303;2.088418;15.635018;0.034737773;1.7400973;39.506737;1170.3904;0.034737773;1.7400973;0.19245447;0.30715972;0.41001582;0.5788722;3.039427;2.576706;1.9437577;3.2186775
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;1000;1000000;2;targets_X;0.026421541;0.4393754;0.0008336511;0.058647748;1.3652357;670.0908;0.0008336511;0.058647748;0.01818434;0.22626539;0.00032826318;0.017682457;0.32653868;94.38648;0.00032826318;0.017682457;0.0028477053;0.0038961798;0.003896982;0.0061214576;0.01656934;0.034761503;0.03683247;0.042122148
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;500;1000000;1;targets_Y;0.078915216;0.84264416;0.012701599;0.32403535;270.48123;57.49858;0.012701599;0.32403535;0.05701826;0.5426516;0.001653533;0.052879147;16.866299;15.1189;0.001653533;0.052879147;0.02536674;0.014591492;0.013712444;0.03672672;0.31915814;0.23782423;0.07199;0.14778656
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;200;1000000;3;targets_X;0.070048936;0.74791425;0.008544332;0.29392454;19.051298;91.43501;0.008544332;0.29392454;0.05090631;0.45162335;0.0016647455;0.05912728;5.52749;19.249023;0.0016647455;0.05912728;0.003975891;0.015669383;0.014209227;0.015994372;0.8042077;0.09241928;0.07373436;0.4419092
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;1000000;1;targets_Y;0.025864296;0.39921883;0.001659887;0.13473386;1.3772042;526.29254;0.001659887;0.13473386;0.017492292;0.20207927;0.00040097657;0.020825377;0.26832885;81.54652;0.00040097657;0.020825377;0.002148793;0.0037872524;0.0037866272;0.0053814836;0.022817515;0.034846563;0.033370435;0.047121026
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;5000;10000;3;targets_Z;0.90445775;12.161373;0.0031808387;0.5658483;55.710487;8524.962;0.0031808387;0.5658483;0.64673346;7.445175;0.00068579323;0.16007675;28.906694;5057.654;0.00068579323;0.16007675;0.011658909;0.04538427;0.04675686;0.054171253;0.4377832;1.1522776;1.08938;1.3083519
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;500;1000000;2;targets_X;0.027467076;0.3867379;0.0010263468;0.0515559;1.6936909;688.2576;0.0010263468;0.0515559;0.01823407;0.19460548;0.00042049857;0.018859798;0.33736703;101.83794;0.00042049857;0.018859798;0.0011576436;0.0038909789;0.003894234;0.0044726385;0.013079681;0.040288378;0.041558437;0.04610044
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;5000;10000000;1;targets_X;0.013101228;0.18675303;0.0010863368;0.05500338;0.98634183;471.05295;0.0010863368;0.05500338;0.0065734605;0.073381566;0.00020438456;0.009736451;0.15504856;50.075737;0.00020438456;0.009736451;0.00050592923;0.001501006;0.0015018674;0.0017856314;0.050766192;0.017463872;0.017958282;0.04786553
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;5000;10000000;1;targets_Y;0.07317293;0.6245872;0.0028141385;0.07977498;17.646511;63.02206;0.0028141385;0.07977498;0.053444054;0.42239004;0.00061822584;0.026154153;3.4135523;13.546244;0.00061822584;0.026154153;0.005857356;0.010275248;0.010263061;0.014198643;0.2025974;0.062473305;0.058136437;0.2171365
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;2000;1000000;2;targets_X;0.082092166;0.7959039;0.0047657485;0.2462937;21.472176;67.45717;0.0047657485;0.2462937;0.05923748;0.5182013;0.0011492467;0.049985997;4.8910694;16.047691;0.0011492467;0.049985997;0.0070362324;0.014415468;0.013692093;0.01846679;0.26477063;0.08313747;0.076511234;0.2570411
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;500;1000000;3;targets_X;0.084516786;0.8215387;0.012217559;0.59614193;132.21579;61.830452;0.012217559;0.59614193;0.05958072;0.5278768;0.0018050997;0.07059647;10.889016;19.008821;0.0018050997;0.07059647;0.006655148;0.016180573;0.015032867;0.019622348;0.22377367;0.15912421;0.08658451;0.12955178
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;5000;100000;3;targets_Z;0.16030778;2.802536;0.0015123958;0.14210008;9.415853;4825.215;0.0015123958;0.14210008;0.1199693;1.8218343;0.00018474595;0.040477447;5.320993;2480.1597;0.00018474595;0.040477447;0.006238554;0.010822242;0.010827027;0.016142638;0.08063866;0.3349179;0.33024496;0.36743623
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;100000;3;targets_X;0.106893346;1.4957345;0.003935469;0.21798564;4.825787;1270.5472;0.003935469;0.21798564;0.07173072;0.7654951;0.0013352504;0.065169536;0.9711807;220.88057;0.0013352504;0.065169536;0.009988676;0.013503142;0.013467072;0.021205956;0.39645702;0.10787209;0.0944689;0.63183284
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;5000;1000000;3;targets_X;0.0815488;0.84001344;0.008117301;0.3341351;140.46208;59.079178;0.008117301;0.3341351;0.058465056;0.52606857;0.0013311201;0.055361506;7.1082916;14.328572;0.0013311201;0.055361506;0.009781873;0.015564493;0.014195813;0.021590885;0.28795704;0.11129729;0.06593875;0.19600901
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;5000;10000;2;targets_Y;1.3495947;32.954453;0.034307968;1.7669162;2232.438;2510.287;0.034307968;1.7669162;0.9772043;16.38853;0.014608145;0.62255037;607.9636;692.0315;0.014608145;0.62255037;0.22537954;0.642566;0.22218515;0.400936;92.53021;23.92451;0.79948556;2.1099424
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;10000;2;targets_Y;0.7439019;8.7962475;0.025302136;1.3624411;26.192692;2818.5686;0.025302136;1.3624411;0.4833199;4.4623866;0.00737821;0.3646336;6.5877857;661.5554;0.00737821;0.3646336;0.03551928;0.078436136;0.07773701;0.09975271;0.6271917;0.6872448;0.38817385;0.65420735
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;10000;10000;1;targets_X;1.3973929;31.681204;0.033948097;1.7455553;2236.9612;2246.188;0.033948097;1.7455553;1.0057684;16.291187;0.014783195;0.63689065;628.6573;661.9878;0.014783195;0.63689065;0.16377571;0.6496438;0.22483917;0.31550404;28.703787;25.578136;0.8097332;7.55137
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;5000;10000;2;targets_X;0.7295048;8.300954;0.02061759;1.3254826;23.387016;2959.037;0.02061759;1.3254826;0.47776392;4.333953;0.0070335404;0.36049986;6.346992;681.8741;0.0070335404;0.36049986;0.03486452;0.077258915;0.07759034;0.097738236;0.5675839;0.6561432;0.40615302;0.6762563
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;100;1000000;1;targets_X;0.08469159;0.7595638;0.0033878179;0.16428663;6.312347;36.486366;0.0033878179;0.16428663;0.060664725;0.5321751;0.0012016759;0.050888237;2.473897;11.135546;0.0012016759;0.050888237;0.0034369922;0.01628307;0.015952917;0.017033877;0.08086174;0.05834142;0.09291568;0.097961366
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;10000;10000;1;targets_Y;1.3916647;31.173573;0.03352819;1.6845609;2205.1082;2343.0894;0.03352819;1.6845609;1.0015035;15.975765;0.014526999;0.6164457;613.8656;687.412;0.014526999;0.6164457;0.14352784;0.6360672;0.22164907;0.30825704;15.490927;23.595594;0.78857625;2.7807472
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;200;1000000;1;targets_Y;0.08554773;0.7957452;0.0018425094;0.097100146;14.851796;68.99605;0.0018425094;0.097100146;0.064912096;0.5386636;0.0008224062;0.036977157;4.4829216;19.241587;0.0008224062;0.036977157;0.0041506886;0.012440386;0.012417994;0.0142257;0.18756667;0.09693206;0.09161295;0.21522951
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;1000;1;targets_Y;3.2574573;28.644625;0.17090245;13.822665;152.571;4341.004;0.17090245;13.822665;2.1352837;15.729345;0.038090292;2.0105796;39.352573;1199.5625;0.038090292;2.0105796;0.38186878;0.30628404;0.41147783;0.94673425;3.5674226;2.5019147;1.9424537;4.2054877
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;5000;1000000;2;targets_X;0.081462815;0.78816795;0.0065048398;0.33526856;46.055733;70.27763;0.0065048398;0.33526856;0.058275927;0.5096707;0.0013097205;0.05796516;4.9284673;15.772645;0.0013097205;0.05796516;0.0099598635;0.015551488;0.014573444;0.02229084;0.2902911;0.08518641;0.06940049;0.2205406
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;1000;3;targets_Z;4.671853;41.541763;0.05296043;2.2039976;358.9376;10251.658;0.05296043;2.2039976;3.0868773;24.90983;0.0035149143;0.7201428;153.57256;6601.168;0.0035149143;0.7201428;0.058338575;0.15034519;0.22314736;0.26879844;2.9276156;1.9284252;4.9005713;9.208619
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;500;1000000;3;targets_X;0.025432337;0.35602582;0.0011280096;0.06517683;0.85617226;233.10904;0.0011280096;0.06517683;0.017312657;0.19314525;0.00042792803;0.022940625;0.2400833;41.736233;0.00042792803;0.022940625;0.0021103516;0.0036530618;0.0036538653;0.005209763;0.010539175;0.028191645;0.02576727;0.031983923
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;100;1000000;3;targets_Y;0.07208516;0.6743262;0.009036768;0.29604355;32.324482;37.79658;0.009036768;0.29604355;0.053169604;0.44723493;0.0015365557;0.05737633;6.5669703;9.631265;0.0015365557;0.05737633;0.0054132384;0.012033722;0.011793094;0.015789086;0.4044711;0.08509479;0.0549494;0.23773246
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;500;1000000;2;targets_X;0.08266641;0.7489889;0.004584546;0.21743922;18.390068;52.051598;0.004584546;0.21743922;0.060743358;0.47813493;0.0011151528;0.046963923;3.8721852;12.047184;0.0011151528;0.046963923;0.0050416635;0.01364533;0.012877488;0.015600716;0.2250771;0.066666484;0.05540995;0.20053583
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;1000;1000000;1;targets_Y;0.08219372;0.7789669;0.0071766367;0.2574801;24.32272;73.78705;0.0071766367;0.2574801;0.05918413;0.49513236;0.0013237601;0.055343203;4.369175;15.67694;0.0013237601;0.055343203;0.0052794795;0.015355238;0.014110145;0.0171382;0.18714641;0.08015272;0.07318347;0.17397471
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;10000;10000;3;targets_Z;0.9192683;12.193201;0.002379929;0.5316376;55.28429;8603.616;0.002379929;0.5316376;0.6623853;7.4774;0.0006594933;0.15792547;29.495237;5149.8027;0.0006594933;0.15792547;0.012608623;0.04496208;0.04660251;0.05438352;0.45073012;1.1048274;1.1079326;1.3916051
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;wsf;5000;1000;1;targets_Y;3.1622317;28.763868;0.12641315;7.872691;139.19804;4237.731;0.12641315;7.872691;2.0879154;15.894409;0.035550207;1.7988248;35.835644;1146.1108;0.035550207;1.7988248;0.1779938;0.30232367;0.40596527;0.5517162;5.842365;2.2966847;1.8776265;2.7417433
4955896c57f92eb8adef6e28813a984ba83b957f;Sampled_vs_Exact;gmf;20000;1000000;1;targets_X;0.083463155;0.83957756;0.008115237;0.3424732;104.49211;56.45323;0.008115237;0.3424732;0.06009658;0.5298104;0.0013364997;0.054779675;5.668867;14.19045;0.0013364997;0.054779675;0.009813766;0.015404099;0.014264339;0.021658737;0.46013325;0.09249968;0.06904705;0.409239
