Source,Factor,Target,SamplesPerInput,N,RMSE_Marginal_Mean_Mean,RMSE_Marginal_Mean_Std,RMSE_Marginal_Variance_Mean,RMSE_Marginal_Variance_Std,RMSE_Msg_Mean_Mean,RMSE_Msg_Mean_Std,RMSE_Msg_Variance_Mean,RMSE_Msg_Variance_Std,MAE_Marginal_Mean_Mean,MAE_Marginal_Mean_Std,MAE_Marginal_Variance_Mean,MAE_Marginal_Variance_Std,MAE_Msg_Mean_Mean,MAE_Msg_Mean_Std,MAE_Msg_Variance_Mean,MAE_Msg_Variance_Std,MAPE_Marginal_Mean_Mean,MAPE_Marginal_Mean_Std,MAPE_Marginal_Variance_Mean,MAPE_Marginal_Variance_Std,MAPE_Msg_Mean_Mean,MAPE_Msg_Mean_Std,MAPE_Msg_Variance_Mean,MAPE_Msg_Variance_Std
Sampled_vs_Exact,wsf,targets_Y,1000000,100,0.028551290999999996,0.0007476887121529929,0.41767907666666665,0.10330930170572072,0.8773929566666667,0.6310870539517252,503.0589766666667,343.53165597029516,0.018866988333333334,0.0010050793836858516,0.21146348666666667,0.037583449527962894,0.26552641,0.13124231501418243,85.36892233333333,50.33330207877401,0.0009146159533333333,0.000379653741453934,0.0034788029666666664,0.0002743147764779967,0.023116110100000004,0.01892898915893029,0.03875483166666667,0.011668836547548703
Sampled_vs_Exact,wsf,targets_Y,1000000,200,0.025724734666666665,0.0033730002819976667,0.3890831166666667,0.06295431534295669,0.6515145933333334,0.18940691598572673,323.8890533333333,63.96384795402584,0.017632072000000002,0.00012632816736183653,0.20989344000000001,0.025260405373198194,0.21596750333333334,0.04970816467159125,58.48281,11.03017163854471,0.0013018573666666667,0.0002401009262113816,0.003796601533333333,0.00016478764616151696,0.3661914826666666,0.618770690134004,0.040939808,0.005898439193746427
Sampled_vs_Exact,wsf,targets_Y,1000000,500,0.026258302333333334,0.0011558306187051512,0.3689201933333333,0.04014178533113138,1.5189420666666666,0.5561944658265698,685.6947866666668,171.53871547297345,0.017725196999999998,0.0007144485196548446,0.19504526333333336,0.01962133660926884,0.29614796000000004,0.060890438494078866,88.91278333333332,9.196622422483884,0.002010458833333333,0.0013318574016562147,0.0037330649666666668,0.0001559743307148434,0.049823496999999994,0.044234064781750716,0.03334101933333333,0.004088292523731188
Sampled_vs_Exact,wsf,targets_Y,1000000,1000,0.026581976666666663,0.0006998360481186536,0.3955032333333333,0.020438463777476847,1.2557776333333335,0.21974011847740352,458.7301833333333,84.90887924356927,0.017703183,0.00035180801028401827,0.20820761666666665,0.007973721775246061,0.29211092666666666,0.04985717173711455,76.79275066666666,21.431646614100963,0.0022061185999999997,0.0011247004922103616,0.0037870875333333334,5.631960428068791e-6,0.056387760333333335,0.0683492055240095,0.03637220900000001,0.00391846047584265
Sampled_vs_Exact,wsf,targets_Y,1000000,2000,0.026487294666666664,0.0009926290117507823,0.4113368566666667,0.007557192984000972,1.6178400333333334,0.7216842559290754,732.1228233333333,189.76270151929916,0.017550388333333333,0.00043166829288741296,0.20889469000000002,0.00921855046857693,0.30012552666666664,0.019331821762227527,93.231297,12.53019849677718,0.0014486126666666667,0.00014815623333445455,0.0037550617333333334,8.436973701513674e-5,0.025418856666666666,0.01064768003762239,0.03687741766666667,0.0016885139344702891
Sampled_vs_Exact,wsf,targets_Y,1000000,5000,0.02629526533333333,0.00027374190678325773,0.41458617999999997,0.02134604773216578,1.4202187333333336,0.25244199443559967,550.5301866666667,143.8710903862292,0.017731698666666667,0.00013472808509116903,0.21191259666666665,0.008320512647104952,0.2972111466666667,0.029059503768933053,84.22873666666668,14.303759801427507,0.0014083410333333333,0.00020605209802402723,0.0038213744000000003,3.569109846124095e-5,0.03307562533333334,0.008432877302039817,0.03586746433333333,0.0006615352698279448
Sampled_vs_Exact,wsf,targets_Y,1000000,10000,0.026155133666666667,0.0002572152604654983,0.4053136766666667,0.005932787233470717,1.4854745999999999,0.239236512374512,545.08748,18.076334659581843,0.017637919666666668,0.00012831474055748058,0.20580111666666667,0.003294851566692092,0.2904898966666667,0.022564924564554455,83.25332666666667,1.4832119216192032,0.0019370730333333336,0.00019748473607993943,0.003769396333333333,2.5938741153790346e-5,0.025285293666666667,0.008090384421321234,0.035051763666666666,0.00041808407204333456
Sampled_vs_Exact,wsf,targets_Y,1000000,20000,0.02612223866666667,6.585668602604618e-5,0.4052872633333333,0.005384463869637646,1.4093926,0.016450852514079607,554.4623666666668,33.62864125508689,0.01761246,4.6448854323868085e-5,0.20481018666666664,0.002020193871051335,0.29001633666666665,0.0024295823169905857,83.07472333333334,2.663576740349957,0.0018629829333333334,0.0005676412140472213,0.0037519051,1.0677046449744353e-5,0.03468747966666667,0.014101873847653592,0.03508078533333333,0.0007002904780341729
Sampled_vs_Exact,wsf,targets_X,100000,5000,0.10584936299999999,0.0023322345002479926,1.4871907999999998,0.017763571648742277,4.0431757,0.2247628975158264,1253.9284,41.415684534123,0.071250088,0.0014468841032273462,0.7611279,0.008279441075942294,0.9319900466666667,0.04519309394321361,210.80276,5.075180855457273,0.013878060466666666,0.008093266669129311,0.013444445,0.0001035327386095817,0.11720760199999998,0.04070182367671837,0.10815667999999999,0.005157788026072804
Sampled_vs_Exact,wsf,targets_X,100000,10000,0.10629897666666667,0.0005152358034816049,1.4943245,0.007607341893854831,4.854627566666667,0.4472657804570605,1270.2122666666667,68.8298111859486,0.07152996833333335,0.00037374589229626274,0.7655516133333333,0.008473471343347623,0.97146419,0.05024246484412662,216.4083933333333,15.207595926524126,0.008700667333333334,0.0026833764265485256,0.0134574435,8.99795463049799e-5,0.5762489413333333,0.6113154225861014,0.10890498,0.0029478202446384014
Sampled_vs_Exact,wsf,targets_Z,1000000,100,0.04476333500000001,0.0053325468430552945,0.9196250666666667,0.10082712801668672,2.926577833333333,0.2772996600950375,2566.4087666666665,271.1377799289567,0.03333937,0.004787140284323824,0.6126553566666667,0.08950020635543604,1.6705417,0.2827360575113652,1183.8932,177.39078568834967,0.00044982311666666664,9.411812136095699e-5,0.003708205233333333,0.0003696532842676276,0.017916431666666666,0.003798032144107832,0.12921570666666668,0.007906203277233221
Sampled_vs_Exact,wsf,targets_Z,1000000,200,0.0475169,0.003094320745809814,0.8615579333333333,0.07233547499044529,2.8654756333333338,0.09762192191154274,2294.1654,513.787042804974,0.03475874266666667,0.0022111499709351083,0.5995481466666667,0.021211388887306122,1.5941146666666668,0.15476380474039575,1054.9732533333333,215.16988774008436,0.034910081583333336,0.05981119623760662,0.0036265065333333335,0.00012272640274632574,0.01771490733333333,0.005616774376213124,0.12044562199999999,0.013460390035226024
Sampled_vs_Exact,wsf,targets_Z,1000000,500,0.047230103,0.001073480843568715,0.8991005,0.03203175470185797,2.8930138666666667,0.18494111442511457,2688.5813,142.9311931178426,0.03458947066666667,0.0003171624488591515,0.5934799033333333,0.010878681040458603,1.6236479333333333,0.010193888840542325,1162.1481333333334,61.6268860593599,0.0003608774566666666,6.264891883984458e-5,0.0036861551,8.272740546584288e-5,0.014309813166666666,0.0007962242190467352,0.1276827,0.0029000331880687158
Sampled_vs_Exact,wsf,targets_Z,1000000,1000,0.047098196,0.0008990431440147902,0.9215356333333333,0.03120890701391722,2.8443612333333337,0.12303407273907221,2611.8037999999997,82.44376380533586,0.034995696666666666,0.0006446036023110126,0.6231196133333333,0.0075593285715156696,1.6113868666666669,0.034941284487169745,1179.7538666666667,18.647371559641616,0.00042548544,9.381558535053118e-5,0.003595958,5.114330143616071e-5,0.019142910333333332,0.004411268139778213,0.12380414866666667,0.006204246201499856
Sampled_vs_Exact,wsf,targets_Z,1000000,2000,0.046810311,0.0018036104684002606,0.9289975766666666,0.017769538561201698,2.920045033333333,0.21672179499894184,2584.7510666666662,165.63539215690997,0.034808485,0.0011325185461832405,0.6208181833333333,0.014378160277338447,1.6499883000000002,0.07698034849148194,1187.8468,83.31763580875301,0.00053700389,0.0001764221668816005,0.0036532350666666664,3.877912716479489e-5,0.021369546000000003,0.0028022902373581863,0.13069179,0.002498169349483735
Sampled_vs_Exact,wsf,targets_Z,1000000,5000,0.046248769,0.0004693591914642777,0.8878659500000001,0.015001941651416316,2.8312228666666663,0.05737489844542948,2582.2953333333335,54.773961679098335,0.034306374666666674,0.00025638883270792667,0.5942539933333334,0.017277288689711557,1.6345257333333334,0.027715439713692717,1182.0921,19.24225993925871,0.0006632847933333333,0.00019789147215411315,0.0035632420666666664,6.34069430137058e-5,0.046370607,0.039834229624772295,0.12884535,0.001853761278832854
Sampled_vs_Exact,wsf,targets_Z,1000000,10000,0.04691104566666667,0.0005680430509797062,0.9000697933333334,0.008700052760853425,2.9092296666666666,0.0230012255035103,2529.7133,44.15061417794783,0.034810052333333334,0.0003712278310826552,0.6019784033333333,0.0005690480103061237,1.6518118333333334,0.008088758663931907,1153.0886666666665,11.71118604511664,0.0007242065533333334,0.00018501879972972082,0.0035941599333333338,1.6148889203389067e-5,0.024773038666666664,0.0034628381259084757,0.12694774666666667,0.0003804228834249248
Sampled_vs_Exact,wsf,targets_Z,1000000,20000,0.04676136,0.00037298774765399646,0.9074281666666666,0.007046179011409892,2.8607382,0.008924313943939985,2534.4739666666665,9.741555535094884,0.03461374833333333,0.0002145091382676603,0.60483704,0.004610986818274388,1.641428,0.008291844467306356,1155.6904666666667,5.492276277039652,0.0006744781666666666,0.00011222963494645673,0.0036280811666666666,1.4605483317005953e-5,0.024715527999999997,0.0039524768346083945,0.12850212666666666,0.00034551479654760896
Sampled_vs_Exact,gmf,targets_Y,1000,5000,7.686496299999999,0.2982804483578999,77.71682,1.591947827128769,3426.902666666667,86.98089311069023,8704.864666666666,95.49149674360214,5.1949136000000005,0.13317412807122134,46.148963,0.6728717509726491,1611.4084333333333,59.57625814318428,3746.517433333333,71.56198915599899,1.2989695666666667,0.8032378252138336,1.5492245,0.08187228534962242,69.39759,10.186425058218415,103.64618999999999,7.010224511761373
Sampled_vs_Exact,gmf,targets_Y,1000,10000,7.4481527666666665,0.11255460749815309,77.60665666666667,1.357783208260192,3364.1424,85.45394272401947,8614.081,86.20771739815397,5.104974133333333,0.051915516326559795,45.933639666666664,1.0219012257074234,1577.506566666667,47.220612782802064,3676.253166666667,88.10736116581484,1.0554592866666666,0.4073953238812131,1.6181459,0.07803792827619137,88.08791333333333,27.567683137217635,108.25752333333332,6.564932004707535
Sampled_vs_Exact,gmf,targets_X,10000000,5000,0.07370455333333333,0.0005928139700524358,0.6426015900000001,0.012666889468069879,16.387905666666665,1.6492312308807207,62.39812066666667,0.9174765787034194,0.053769120000000004,0.00031936819470479417,0.43382074333333337,0.008343339828727666,3.5487564999999996,0.15997184183496163,14.146536833333334,0.652455389331396,0.008926322233333332,0.0036950724416131763,0.010191885666666666,5.962132514741122e-5,0.2434140433333333,0.0602396016748794,0.06378025666666666,0.0024427018388320184
Sampled_vs_Exact,gmf,targets_X,10000000,10000,0.07347538066666666,0.00019538566281416658,0.6361187,0.007133401998345514,16.938603999999998,2.0437038808623904,62.546839,3.3507112645826402,0.053441770666666666,0.00036423026445002227,0.42841596666666665,0.003014450300673949,3.3200314666666664,0.13160932949705093,13.330787666666666,0.8053453920600361,0.007258865133333334,0.001725303776228944,0.009963472666666667,3.8293315217324384e-5,0.33827747333333336,0.11658976549516528,0.06035851666666667,0.0029043759099733188
Sampled_vs_Exact,wsf,targets_X,10000,5000,0.7228577066666667,0.008100470859557073,8.572373,0.3158810798243537,24.164587,1.5467881424703906,2995.2372333333333,131.3284600601232,0.4748510866666667,0.002734727109920361,4.4186936,0.09373431214171236,6.499586266666667,0.49533065957828937,705.2147333333332,43.8286990569345,0.05965187833333333,0.023797631710043295,0.07773445166666666,0.0009280587068759898,0.50206092,0.058181287972278534,0.6851518333333333,0.04721959262957837
Sampled_vs_Exact,wsf,targets_X,10000,10000,0.7353231333333333,0.011805340004562905,8.493103333333332,0.31802789212006793,23.759999333333337,2.7339828818451535,2767.3688,33.680236158317015,0.48052920000000005,0.0027462200516164166,4.356663133333334,0.12559714718198564,6.200476533333333,0.29907617119498736,639.4553999999999,12.887173948154805,0.06909694,0.03432495893411085,0.07758277333333334,0.00047792334451597065,0.7094686633333334,0.14674407532725142,0.6683945799999998,0.021379015082231907
Sampled_vs_Exact,wsf,targets_X,10000000,5000,0.012516088333333333,0.0006893897944924433,0.18107123,0.014164759021843611,1.0016028933333334,0.14963648238599317,419.90229666666664,45.656024003202845,0.006624558466666666,9.037541307304414e-5,0.07509889199999999,0.003021770132212575,0.15747076666666668,0.0023981289982053385,51.80095666666667,1.507737297758579,0.00051655753,7.527845365157215e-5,0.0014547375666666667,4.3960089432385575e-5,0.035345334166666666,0.021716923814535317,0.018101283333333332,0.0007068199748255095
Sampled_vs_Exact,wsf,targets_X,10000000,10000,0.012536329999999998,0.00013948651229778433,0.19171877,0.00819619033199571,1.0584896,0.1583801336482262,465.86738999999994,24.916329775476544,0.006581729933333333,3.943579504680159e-5,0.07611221666666666,0.0018522524888981385,0.1648113,0.0070451132691888,57.437469666666665,0.2506912942890763,0.0006979846133333334,0.00016163878952690327,0.0014918419,2.1255209320070204e-5,0.016611216666666668,0.004485993871599061,0.01940908,0.0005592111159445966
Sampled_vs_Exact,wsf,targets_X,1000000,100,0.02469723,0.0029605244068980417,0.3503668933333333,0.023149777753234117,0.7074624166666666,0.06343584029640367,367.16291666666666,84.55756749198758,0.017034945666666666,0.002663396216037775,0.19368012999999998,0.017055986991308954,0.21189084,0.016830547430368988,60.49384133333333,9.849636747826663,0.0010508998166666667,0.00020839088146918966,0.0036645089000000002,0.00018230396375726443,0.009914924666666667,0.001060217596347247,0.030197115,0.0018524840585762128
Sampled_vs_Exact,wsf,targets_X,1000000,200,0.02676525466666667,0.0015197384333658645,0.4278948166666667,0.055010580619103036,2.2296448,1.8078405682850798,656.33617,322.6932962259128,0.017706347,0.0012961518205337667,0.21428084666666666,0.027203413137180662,0.43496647,0.30047992522973427,111.03129666666666,57.24885070818481,0.0008778348766666665,9.173544126719199e-5,0.0038531008666666667,0.00013814654431524255,0.017616079333333333,0.00833389422215163,0.038153511333333334,0.005275668252639218
Sampled_vs_Exact,wsf,targets_X,1000000,500,0.026305246666666667,0.0010476863222693778,0.39328280666666665,0.04092386051156627,1.0985678633333333,0.5183356535646599,419.85391333333337,238.30898905365393,0.017897967666666667,0.0005087524684896722,0.20121890333333334,0.01274031921392213,0.27469257666666663,0.054376204691727374,68.32845433333334,30.64213121620894,0.0016059761666666669,0.00047882014942373025,0.0038064916333333336,0.0001331012574773183,0.012218435,0.0014544424574922173,0.035379451,0.006362209084964356
Sampled_vs_Exact,wsf,targets_X,1000000,1000,0.026584551333333335,0.0008350923679344303,0.42194902333333334,0.01552570191838789,2.1701021,1.1703059943920993,551.48132,148.77847072442702,0.017939773666666665,0.0006413920904613143,0.21788730666666667,0.007262091417576168,0.33966201,0.01969315581978417,84.19719733333334,18.43838614491318,0.0019825434,0.0007503202565139303,0.003892745266666667,9.70569894975792e-6,0.017004658333333332,0.001678039789101657,0.037518352,0.0024583958382186953
Sampled_vs_Exact,wsf,targets_X,1000000,2000,0.02644608933333333,0.0006802939545500412,0.40165413666666666,0.02165596882433647,1.1513430333333332,0.08605570415633894,570.09145,99.87715541083507,0.017491254333333334,0.0006328207634996926,0.20448019666666664,0.006590856320178228,0.2714028,0.022549186886280402,74.22652466666666,8.426756466436256,0.0026561565666666665,0.0009521746341752668,0.003801325833333333,6.508040400898968e-5,0.018813941666666667,0.004353355262706266,0.034946334,0.0016091806020543502
Sampled_vs_Exact,wsf,targets_X,1000000,5000,0.026124748000000003,0.00040342044265505414,0.41537610333333336,0.00879485637853359,1.4020390333333335,0.03649901060923885,636.9421866666667,43.01536086923521,0.017612513333333333,0.00024119240733972856,0.21067945333333335,0.004613913973670657,0.29065330666666667,0.010089509106043441,91.12212,7.196927748470177,0.0026273316333333334,0.002142487592248628,0.003825329833333333,3.191039945540228e-5,0.034912478,0.010156274482348928,0.03673367466666667,0.0010643129096080414
Sampled_vs_Exact,wsf,targets_X,1000000,10000,0.02671870833333333,0.0008688099095523323,0.4139262533333334,0.017582027547837963,1.6336041666666665,0.28271524550530225,600.4805566666668,96.83137444684257,0.017897461666666666,0.00034784679823930144,0.21087800666666667,0.007759169070778987,0.3153392466666667,0.023863298957198558,88.73829666666667,15.134708077806895,0.0024196582333333334,0.0009553405908530963,0.003769957433333333,2.2647573109349693e-5,0.030276447999999997,0.010891605481098,0.035703939999999997,0.0007045682690690788
Sampled_vs_Exact,wsf,targets_X,1000000,20000,0.026166478999999996,0.0002512501672496957,0.4090234833333333,0.002339087184722544,1.4579855666666666,0.20348160882065813,574.23595,6.461600432361912,0.017574193666666665,5.9257050528467016e-5,0.20627001999999997,0.00024764399629306343,0.29187422,0.0070388902748373585,86.90141799999999,2.5279177121915954,0.0016430301666666668,1.3495481511355258e-5,0.003766395,2.29594721714154e-5,0.02339298066666667,0.005880715702837992,0.035409295,0.0010268812467705301
Sampled_vs_Exact,wsf,targets_Z,10000,5000,0.9281622166666667,0.02216842012832298,12.418832666666667,0.22343225880864528,55.531338000000005,0.9240541543562243,8540.722,70.80393898647135,0.6686512633333334,0.020164429298624713,7.559863,0.10049317816150521,28.934879,0.31167875485987123,5088.9482333333335,52.15563913675397,0.011167842499999999,0.0010415975874255611,0.045484246,9.092131184711385e-5,0.4114525,0.03294709398862971,1.1406986666666665,0.010317386842768457
Sampled_vs_Exact,wsf,targets_Z,10000,10000,0.9238841433333334,0.014268177133874993,12.193929333333335,0.017434913373267722,55.471969333333334,0.25339113075507186,8558.305999999999,40.43133204582825,0.6641709666666666,0.008917708048783215,7.507140166666667,0.04725927764030402,29.374525000000002,0.3287284073167386,5124.187,24.69305267823334,0.012508188999999998,0.0023199590420632426,0.045152055,0.00038253466669702194,0.45408508999999997,0.1114260124871715,1.1274098666666668,0.020003568201781754
Sampled_vs_Exact,gmf,targets_X,1000000,100,0.07658947166666667,0.007016641941235732,0.7766704533333333,0.025449380950281143,14.899841,7.608028229385785,33.377667,4.7925478033756725,0.05469476833333333,0.005535483029981879,0.50797911,0.029281547849632203,3.8627574999999994,1.216209512945138,10.052923,1.3879433090558846,0.0038726879333333326,0.001963197606184987,0.018957127,0.005029973125325523,0.09509029666666667,0.015290464446949719,0.06820378633333334,0.00855682085660266
Sampled_vs_Exact,gmf,targets_X,1000000,200,0.08041132866666667,0.00897479111253656,0.8292093733333333,0.0755110765244188,21.902931166666665,14.062396422976883,64.87931666666667,41.827263418647576,0.05960556866666667,0.0075870458054255446,0.5343212633333333,0.07163713103486233,4.7802908,1.8842081449498196,15.855509833333334,7.7432528162576215,0.004574078666666666,0.0006519889313986344,0.014606894833333333,0.0010050623108260911,0.46604996000000004,0.33416882907662043,0.07804390733333333,0.025040886422581295
Sampled_vs_Exact,gmf,targets_X,1000000,500,0.08200361866666665,0.002901897297394472,0.82636952,0.07990562571036662,102.98079266666667,74.41280910338678,60.31922166666667,7.625164558510351,0.05901416266666667,0.002071422701826292,0.5226728433333333,0.04217740530266927,9.0279464,4.522192297248103,15.783812000000003,3.5089048050371794,0.011131837833333333,0.009186664073292498,0.015962617666666665,0.002216362211281435,0.26283112333333336,0.06652388250265188,0.12741913800000002,0.05263011770182366
Sampled_vs_Exact,gmf,targets_X,1000000,1000,0.08106964466666666,0.0009128099128763485,0.7899111666666666,0.03500458181671841,33.666544333333334,27.41828439672027,61.77089266666667,15.957654396530884,0.05842332666666667,0.000640141510122828,0.50632437,0.01386323605421549,4.879699566666667,1.3185619115675011,14.323752666666666,1.5725538495575706,0.0064694437999999995,0.0008062761977432547,0.015670474666666667,0.0014591270784103537,0.2544689466666667,0.12329286426305876,0.08009035666666665,0.011352582017044999
Sampled_vs_Exact,gmf,targets_X,1000000,2000,0.08393997533333335,0.001705110703785927,0.8258019,0.038409304901286606,86.44825566666667,119.5210801752299,60.23005666666668,12.37079518860988,0.060057555000000006,0.000760384520144248,0.5294429233333333,0.025583359225004727,6.768879899999999,4.100825032131426,14.573255333333334,1.3690098156552184,0.007575129266666668,0.0019445941285865936,0.015011220333333334,0.0010185414818279777,0.2610363233333333,0.004265575876178204,0.09834750999999999,0.0364162612006175
Sampled_vs_Exact,gmf,targets_X,1000000,5000,0.081388435,0.00020779140098906924,0.8206352633333333,0.02829280531060919,83.60110933333333,50.07952402737595,65.24428933333333,5.68436543780582,0.058782445999999995,0.0007197652220488291,0.5220326066666666,0.010918495062353265,5.8286131333333335,1.1383945974666796,15.416708,0.9609491344670652,0.010848856166666665,0.0016962609616331394,0.015701920333333334,0.00024937857421264724,0.3137981866666667,0.04275275498563495,0.095562445,0.013855762232936693
Sampled_vs_Exact,gmf,targets_X,1000000,10000,0.08326670666666668,0.0012121531105158839,0.83166457,0.011725478917933387,53.45336699999999,9.7321598517193,60.468185000000005,1.5347125490706746,0.05982195666666667,0.0006723520450421293,0.5258458866666667,0.006330246812963424,5.1441922,0.12145898592360294,14.771206999999999,0.46236541036392487,0.011537229000000001,0.0017395086267135897,0.015107232666666666,0.0005040600177958312,0.7564736133333333,0.8846107603958706,0.08480743333333333,0.0017837803924343782
Sampled_vs_Exact,gmf,targets_X,1000000,20000,0.08233898366666666,0.0010183522893480082,0.8325175533333334,0.012710157564032496,84.28951833333333,49.42638055002215,59.719546666666666,3.9534777383600295,0.059245150999999996,0.0007521574357493217,0.5269208200000001,0.0038446680929828023,5.747954966666666,1.3390093326486576,14.571804,0.6902490125367795,0.010701337666666666,0.0016655743393803636,0.015594378833333332,0.0004244456521235465,0.4045774066666667,0.1693689550666049,0.09495214333333334,0.019138360643535628
Sampled_vs_Exact,gmf,targets_X,100000,5000,0.24116962666666666,0.0022934449516030225,4.83945,0.07756631263796147,639.6433999999999,62.86746397772065,180.64425333333335,15.981452106959296,0.16424324999999998,0.00047312626348577176,2.5454354666666665,0.04930845684883412,70.03172533333334,8.974642918221612,44.74955866666667,0.3721920074603093,0.029529850666666663,0.01349590900450593,0.10581962,0.002713121526636803,1.8019722999999999,0.13582535377833557,1.3211180333333334,0.15562298113248987
