I,SoC,SoH,timestamp,DSoC,DQ
10.0,0.3596800559696559,0.6996812046344946,14.075,-0.0009022868231009894,9.680338537139699e-8
10.0,0.3587777691465549,0.6996811078311092,14.079166666666666,-0.0009022869479356006,9.680362796971305e-8
10.0,0.3578754821986193,0.6996810110274811,14.083333333333334,-0.0009022870727705592,9.680387034527146e-8
10.0,0.35697319512584874,0.6996809142236108,14.0875,-0.000902287197605865,9.680411244830319e-8
10.0,0.35607090792824286,0.6996808174194983,14.091666666666667,-0.0009022873224415175,9.68043543206572e-8
10.0,0.35516862060580134,0.699680720615144,14.095833333333333,-0.0009022874472775161,9.680459593755e-8
10.0,0.35426633315852385,0.6996806238105481,14.1,-0.0009022875721138613,9.680483732417133e-8
10.0,0.35336404558641,0.6996805270057107,14.104166666666666,-0.0009022876969505522,9.680507844740777e-8
10.0,0.35246175788945944,0.6996804302006323,14.108333333333333,-0.0009022878217875883,9.680531933244868e-8
10.0,0.35155947006767185,0.699680333395313,14.112499999999999,-0.0009022879466249698,9.68055599794956e-8
10.0,0.3506571821210469,0.699680236589753,14.116666666666667,-0.0009022880714626963,9.680580037209169e-8
10.0,0.3497548940495842,0.6996801397839526,14.120833333333334,-0.0009022881963007672,9.68060405187666e-8
10.0,0.3488526058532834,0.6996800429779121,14.125,-0.0009022883211391824,9.680628043637926e-8
10.0,0.3479503175321442,0.6996799461716317,14.129166666666666,-0.0009022884459779415,9.68065200918124e-8
10.0,0.3470480290861663,0.6996798493651115,14.133333333333333,-0.0009022885708170442,9.680675951025285e-8
10.0,0.34614574051534924,0.699679752558352,14.1375,-0.0009022886956564902,9.680699868357054e-8
10.0,0.34524345181969274,0.6996796557513534,14.141666666666666,-0.0009022888204962792,9.680723762029338e-8
10.0,0.3443411629991965,0.6996795589441157,14.145833333333334,-0.0009022889453364109,9.68074763122899e-8
10.0,0.3434388740538601,0.6996794621366395,14.15,-0.0009022890701768847,9.68077147430984e-8
10.0,0.3425365849836832,0.6996793653289247,14.154166666666667,-0.0009022891950177008,9.680795295456383e-8
10.0,0.3416342957886655,0.6996792685209717,14.158333333333333,-0.0009022893198588587,9.680819091356472e-8
10.0,0.34073200646880664,0.6996791717127808,14.1625,-0.0009022894447003577,9.680842862862666e-8
10.0,0.3398297170241063,0.6996790749043522,14.166666666666666,-0.0009022895695421979,9.680866609161566e-8
10.0,0.3389274274545641,0.6996789780956861,14.170833333333333,-0.000902289694384379,9.680890333604613e-8
10.0,0.33802513776017973,0.6996788812867828,14.174999999999999,-0.0009022898192269006,9.680914032046453e-8
10.0,0.3371228479409528,0.6996787844776424,14.179166666666667,-0.0009022899440697625,9.680937707005421e-8
10.0,0.33622055799688305,0.6996786876682654,14.183333333333334,-0.000902290068912964,9.680961357667938e-8
10.0,0.3353182679279701,0.6996785908586518,14.1875,-0.0009022901937565049,9.680984984053394e-8
10.0,0.3344159777342136,0.699678494048802,14.191666666666666,-0.0009022903186003854,9.681008585348143e-8
10.0,0.3335136874156132,0.6996783972387162,14.195833333333333,-0.0009022904434446044,9.681032164903357e-8
10.0,0.3326113969721686,0.6996783004283945,14.2,-0.0009022905682891623,9.681055718573372e-8
10.0,0.33170910640387946,0.6996782036178373,14.204166666666666,-0.0009022906931340585,9.681079248043328e-8
10.0,0.3308068157107454,0.6996781068070448,14.208333333333334,-0.0009022908179792925,9.681102754998368e-8
10.0,0.3299045248927661,0.6996780099960173,14.2125,-0.0009022909428248643,9.681126236125623e-8
10.0,0.32900223394994127,0.6996779131847549,14.216666666666667,-0.0009022910676707736,9.681149693943151e-8
10.0,0.3280999428822705,0.699677816373258,14.220833333333333,-0.0009022911925170197,9.68117312847e-8
10.0,0.3271976516897535,0.6996777195615267,14.225,-0.0009022913173636027,9.681196538892145e-8
10.0,0.32629536037238993,0.6996776227495612,14.229166666666666,-0.0009022914422105222,9.681219923562467e-8
10.0,0.3253930689301794,0.699677525937362,14.233333333333333,-0.0009022915670577777,9.68124328666496e-8
10.0,0.3244907773631216,0.6996774291249291,14.237499999999999,-0.0009022916919053692,9.681266624053418e-8
10.0,0.32358848567121623,0.6996773323122629,14.241666666666667,-0.000902291816753296,9.681289939078732e-8
10.0,0.32268619385446295,0.6996772354993636,14.245833333333334,-0.000902291941601558,9.681313228427553e-8
10.0,0.3217839019128614,0.6996771386862313,14.25,-0.0009022920664501551,9.681336496283842e-8
10.0,0.32088160984641123,0.6996770418728663,14.254166666666666,-0.0009022921912990866,9.681359737667987e-8
10.0,0.31997931765511217,0.6996769450592689,14.258333333333333,-0.0009022923161483525,9.681382957596955e-8
10.0,0.3190770253389638,0.6996768482454393,14.2625,-0.0009022924409979524,9.681406151924143e-8
10.0,0.3181747328979659,0.6996767514313778,14.266666666666666,-0.0009022925658478859,9.681429323167251e-8
10.0,0.317272440332118,0.6996766546170845,14.270833333333334,-0.0009022926906981527,9.681452471344834e-8
10.0,0.31637014764141985,0.6996765578025598,14.275,-0.0009022928155487528,9.681475594809309e-8
10.0,0.3154678548258711,0.6996764609878038,14.279166666666667,-0.0009022929403996856,9.681498694412121e-8
10.0,0.3145655618854714,0.6996763641728169,14.283333333333333,-0.0009022930652509506,9.681521770171758e-8
10.0,0.31366326882022044,0.6996762673575991,14.2875,-0.0009022931901025479,9.681544823772719e-8
10.0,0.3127609756301179,0.6996761705421509,14.291666666666666,-0.0009022933149544769,9.681567851901063e-8
10.0,0.31185868231516345,0.6996760737264724,14.295833333333333,-0.0009022934398067376,9.681590857907402e-8
10.0,0.3109563888753567,0.6996759769105638,14.299999999999999,-0.0009022935646593296,9.681613839310763e-8
10.0,0.3100540953106974,0.6996758800944254,14.304166666666667,-0.0009022936895122523,9.681636796962455e-8
10.0,0.3091518016211851,0.6996757832780575,14.308333333333334,-0.0009022938143655057,9.681659730880663e-8
10.0,0.3082495078068196,0.6996756864614602,14.3125,-0.0009022939392190893,9.681682642749761e-8
10.0,0.3073472138676005,0.6996755896446337,14.316666666666666,-0.0009022940640730031,9.681705529255445e-8
10.0,0.3064449198035275,0.6996754928275785,14.320833333333333,-0.0009022941889272465,9.68172839374821e-8
10.0,0.30554262561460027,0.6996753960102945,14.325,-0.0009022943137818192,9.681751232913686e-8
10.0,0.30464033130081847,0.6996752991927822,14.329166666666666,-0.0009022944386367211,9.681774050102312e-8
10.0,0.30373803686218176,0.6996752023750417,14.333333333333334,-0.000902294563491952,9.681796842832687e-8
10.0,0.3028357422986898,0.6996751055570732,14.3375,-0.000902294688347511,9.681819612789018e-8
10.0,0.3019334476103423,0.6996750087388771,14.341666666666667,-0.0009022948132033985,9.681842359156046e-8
10.0,0.3010311527971389,0.6996749119204535,14.345833333333333,-0.0009022949380596138,9.681865081118522e-8
10.0,0.3001288578590793,0.6996748151018027,14.35,-0.0009022950629161566,9.68188778202678e-8
